img_id,object_id,label,raters_marked_tappable,split
54817,22f8ec,0,5,train
64443,d2953a8,0,5,train
22896,4073d43,0,5,train
14546,401f86e,1,0,train
16243,1716c64,0,4,train
66165,28eabc9,1,2,train
69749,f15b839,0,5,train
18011,878ca80,0,5,train
63494,8976960,1,1,train
24488,beaaaf2,0,4,train
64133,3781092,0,5,train
51358,f3f20,1,1,train
59715,5e10800,1,2,train
27175,5b2df6f,0,4,train
14465,66eda6c,0,5,train
47331,c9bcbe0,1,0,train
26239,41acf27,0,3,train
23683,30c6eae,1,2,train
41129,3f0fc7f,1,1,train
18189,ebd65e6,1,2,train
23006,9ae22d0,0,4,train
16744,c7bfae5,1,0,train
11306,c1b5a6,0,5,train
65325,29088d0,0,5,train
47358,104ef8f,1,2,train
46564,876422e,0,4,train
53634,87a10c3,0,5,train
1626,3f85440,1,1,train
55,c2484bb,1,2,train
20641,1735579,0,4,train
10643,f1b6c12,0,4,train
54798,827dc92,1,2,train
61874,b2f4e22,0,5,train
65974,88743b8,1,2,train
19252,d8632d9,0,5,train
19163,516e0ae,1,0,train
72157,367c848,0,5,train
3622,68dcb2c,0,4,train
20388,6d047,0,3,train
19335,85f9681,1,1,train
68631,ee44c05,0,5,train
49314,ae26e19,0,5,train
813,bbb366f,0,5,train
60922,58dcc8b,0,4,train
21438,58e7c67,0,5,train
48730,2bc1e98,1,1,train
58183,f8dd2be,0,5,train
29927,59886e8,1,2,train
19420,71b6895,1,2,train
63044,8111d33,0,5,train
45915,98ba852,1,2,train
10554,20df241,0,5,train
9668,beda71c,0,5,train
46432,eee317d,0,3,train
62341,9495cb0,0,4,train
44666,fb0cf91,0,5,train
2435,112e5aa,0,3,train
33698,15fd1e3,1,2,train
38955,409d475,0,5,train
9117,ec315b6,1,0,train
27819,a6d7faf,1,0,train
49685,3b36af9,0,4,train
46775,c097c12,0,5,train
64202,68d2904,0,5,train
66326,42d0456,1,2,train
71118,f165e9,1,1,train
23797,c87efaa,1,2,train
33985,989815a,0,4,train
43802,d8324a6,1,2,train
58329,464faf7,0,3,train
66997,a3bf80f,0,5,train
33050,2145dc0,0,3,train
69361,600625a,0,5,train
40867,a96d645,0,5,train
53010,d7aad05,1,0,train
54591,a8c535d,1,2,train
59719,d048eae,0,5,train
64617,1b65fd1,0,5,train
56372,c32d435,1,0,train
70726,804427a,1,2,train
65877,760fa1f,0,5,train
71474,6b18b09,0,5,train
46097,1e8d5d4,0,4,train
42309,1cd3d0a,0,3,train
60774,a1b31a1,0,5,train
2323,3880209,1,1,train
61306,626eed1,1,2,train
71709,79f143d,1,1,train
486,99c9b11,0,5,train
10965,6f25937,0,5,train
34233,6cba10b,0,5,train
19585,ccbf83e,1,1,train
36044,c50c478,0,3,train
37542,fcb4454,1,1,train
38446,8dbbc43,0,4,train
29363,308cc88,0,5,train
11845,16c9546,1,2,train
57710,300455f,1,1,train
71220,e9737a7,0,5,train
65513,87341be,0,4,train
34866,a876d57,1,0,train
70033,774392c,1,2,train
35881,9959466,0,3,train
35042,30bb190,0,5,train
19980,bc268b4,0,5,train
60976,aa6c05,0,5,train
30248,73fa498,0,5,train
6376,a783fd4,0,5,train
11656,c36f998,0,5,train
12171,e8760b1,1,1,train
41916,4718ba0,0,4,train
65512,2de27c7,0,4,train
64617,18f1d37,0,5,train
46928,163995e,0,5,train
14465,c04ab17,0,5,train
65801,b76e90c,0,3,train
32063,8c31827,0,4,train
521,2de49cd,0,3,train
65871,9cf8246,0,5,train
41652,f390fc7,0,5,train
26692,a8e8174,0,5,train
67119,75e40fb,0,5,train
8486,b3f40ce,0,5,train
31185,183b96f,1,2,train
42811,6847ac7,0,4,train
30549,c53917d,0,5,train
5059,8111ae1,0,5,train
15156,9ac9fcc,0,4,train
49203,32f4633,0,4,train
25260,e3ad182,1,1,train
8661,e0ea372,0,5,train
10524,59d3c57,0,3,train
69267,48d31c5,0,4,train
16180,cd695f6,1,2,train
10530,bc806cb,1,2,train
60124,6f43dea,1,0,train
26736,97b27a4,0,5,train
17070,1887788,0,4,train
69234,56ebf65,0,5,train
71474,b95536f,0,5,train
59720,c3f6247,0,3,train
2729,dd8840c,0,3,train
69932,b40df17,1,2,train
49423,70ed0cb,0,4,train
34707,30308af,0,5,train
64440,6727666,0,3,train
48390,cd2b7c0,0,4,train
44558,2d9b3f8,0,5,train
30094,e78beef,0,5,train
67007,dc09dd6,0,5,train
8661,91f84be,0,3,train
54285,548fd46,1,1,train
42457,ad8a9ae,1,0,train
72156,d480dc7,1,1,train
67950,c7e7c2f,0,5,train
10853,3c60477,0,5,train
27531,c8073ae,1,2,train
56679,6085d7c,0,5,train
46856,dead3b5,1,0,train
40731,13cf472,0,5,train
59726,abf30f5,0,3,train
11950,5146da9,0,3,train
21571,5ed02b0,0,4,train
61887,cd8e615,0,3,train
59883,c41f709,0,4,train
32617,49d73b6,0,5,train
38788,878a8bb,1,2,train
68738,8ecdfac,0,5,train
21142,e8d4c64,1,1,train
34101,ab15d39,0,3,train
903,4544004,0,4,train
5059,ef4d5ad,1,1,train
24946,9595beb,0,5,train
35880,d34e41d,0,5,train
21218,830ce08,1,1,train
64897,3112f6f,0,5,train
24236,5ccccec,0,5,train
9582,f51dacd,0,4,train
50826,ce76eb7,1,0,train
16744,4c5f847,1,1,train
10933,77627d4,1,1,train
49896,9b9bc91,0,5,train
12131,a8ef5d0,0,5,train
25139,ead2eca,0,3,train
58657,a86be52,0,4,train
45014,4b84167,1,0,train
59745,7de9b4c,0,5,train
71288,c798170,0,4,train
11404,7c57f02,0,4,train
12232,542617e,0,4,train
44405,d44c5cb,0,4,train
60866,bb4dd52,0,5,train
29222,72d8b27,0,3,train
57413,c252fd2,0,4,train
32404,bc9740,0,4,train
10853,b1426dd,0,3,train
19442,1e8aa82,0,4,train
30400,9b8bc43,0,5,train
55,3dd863a,0,4,train
50576,654ab55,0,5,train
1631,f1172d8,1,2,train
14751,ac12d27,0,3,train
60989,2c02b5a,0,4,train
3859,352bab2,0,3,train
37940,d3fb7cf,0,4,train
68970,db82d6b,1,2,train
57132,f781ae0,0,3,train
25819,c43af2,1,0,train
60598,7a8a26f,1,2,train
22175,c33a93f,1,1,train
53798,c361e20,1,1,train
22066,fa861aa,0,4,train
63040,7334e1f,1,2,train
26541,b9fec16,1,1,train
45585,1c96c12,1,2,train
29688,6194c75,0,5,train
11826,972251f,0,4,train
35990,bfa8434,0,5,train
26549,a174751,0,5,train
54958,6a186,0,4,train
60922,efc2d1c,1,0,train
393,1da7f9b,1,0,train
28126,409ba1c,1,0,train
57484,f5710bd,0,5,train
34004,53bd6bc,1,2,train
34528,1357e1e,0,4,train
24147,b7a92c0,0,4,train
65860,8f10eb4,0,4,train
72156,a41fa1b,1,2,train
61746,7051acf,0,5,train
33576,3861165,0,4,train
49203,86b9afb,0,5,train
21511,8a1358b,1,1,train
34767,85b1b54,0,5,train
49521,c3251b5,1,0,train
8152,3a742ef,0,5,train
29117,fc148a8,0,5,train
62179,736c4df,0,5,train
53087,473ee71,0,5,train
56372,c71b704,0,4,train
30602,11ce0f3,1,1,train
6052,b7b56c5,1,2,train
9755,9d0e7b8,1,0,train
28126,fefcfa1,1,0,train
21571,8a8db5b,1,0,train
10554,50eb09,1,0,train
15131,500a84a,0,4,train
8563,93ebe48,0,5,train
8503,38938e2,0,4,train
25271,99df615,0,4,train
18624,3dc3edf,0,4,train
55903,803ea82,1,0,train
36875,76cf8c3,0,4,train
19724,e3cac6c,1,2,train
61598,ec7a341,0,5,train
29269,f87ff0e,0,3,train
9559,6e96514,0,5,train
27153,8e26a2e,0,5,train
59827,77acf3,0,5,train
69641,b326f9b,0,4,train
57164,f559098,1,2,train
8563,d80cc3a,1,1,train
71612,b2eb932,0,5,train
45658,b55d47f,1,0,train
41539,1c1c051,0,5,train
47658,ec2417e,1,2,train
38265,9c7dfc0,0,5,train
39285,93172e8,1,2,train
48445,453ef18,1,2,train
14896,2c6d002,0,5,train
17275,dec9608,0,5,train
51024,3cd0f7f,1,1,train
37083,95fa693,0,5,train
5107,1eb2d71,1,0,train
68669,d4ebb4a,1,2,train
55,32e452e,0,3,train
8661,4b3e7ba,1,2,train
24587,4520b98,0,5,train
53022,4e2042b,1,1,train
70816,a552c2a,0,4,train
26487,56ece91,0,4,train
4483,638c29,0,3,train
45332,27dad29,0,5,train
20421,283129f,0,5,train
23006,c58911e,1,0,train
6422,ce9f61,0,5,train
24566,618e6a2,0,3,train
15019,7ef928f,0,5,train
41178,df62414,0,5,train
63044,ea128f0,0,4,train
24560,9c6baa1,0,3,train
43185,2ccebb3,0,3,train
4909,6667bd6,0,4,train
29182,547cf9f,0,4,train
17881,37c373f,0,5,train
44727,e47546d,0,4,train
13373,92b58b5,0,4,train
48865,769ec0,0,4,train
2327,9518a08,0,4,train
19362,304f8e0,0,4,train
71507,eaf3940,0,5,train
29916,4b033b,0,5,train
25038,b956166,0,5,train
17269,d90dd57,1,0,train
46564,bb0ba65,0,4,train
15680,ac4c24d,1,1,train
41463,e34ae24,0,5,train
57632,3d981d4,1,1,train
15324,113cc0,0,4,train
33639,82e11c3,1,1,train
68281,265b9d0,1,0,train
72069,61ab5e5,0,5,train
24867,88f92b8,1,2,train
24453,640d12f,0,5,train
47471,112ba20,1,1,train
17006,d27ff3d,1,2,train
46794,838d4b5,0,5,train
70754,d807e15,0,3,train
62840,a66862b,0,4,train
59720,d8aa74,0,3,train
60105,5e60524,1,0,train
35194,87f869c,0,3,train
24895,497cc8f,1,1,train
37059,dbc8a84,0,4,train
56961,71daf95,1,2,train
69253,916fbd6,1,0,train
5074,17dfb3c,1,2,train
28625,fbe58c2,0,5,train
44727,8d2ddbb,1,1,train
29084,ab9ae99,0,5,train
34560,2be6d2b,0,3,train
45328,2bebf94,1,0,train
33608,18d139f,1,2,train
44405,ffebf53,0,3,train
69260,d48c644,0,5,train
45252,68ce481,0,3,train
32313,1ee3d26,0,5,train
33604,cbd51bb,0,4,train
47327,3fe8321,1,1,train
13859,4ee68ba,0,5,train
54052,4275bd1,0,4,train
9121,f4062fa,0,5,train
325,1af6a90,0,5,train
33985,2526dfd,0,3,train
37083,7f1e691,0,4,train
14663,28ccf1f,0,4,train
2425,e7c6e73,1,0,train
65272,2e13cdf,0,5,train
46267,6845f5a,1,1,train
68669,8fcb95e,1,1,train
70661,eff10ea,1,1,train
61737,3b55e81,0,4,train
5672,35b9b27,1,1,train
22436,9f4895b,0,5,train
16128,c792de6,1,0,train
53010,94e807c,0,5,train
27885,bd336ab,1,0,train
17059,f3af10a,1,2,train
14084,f46f68e,0,5,train
21218,dae5fa,0,3,train
43049,4ad8774,1,0,train
64844,c2212d4,0,4,train
5999,ebec493,0,5,train
29347,2411f57,1,1,train
52817,3a42533,0,5,train
33722,db5217,0,4,train
54163,4702263,1,2,train
70475,956494d,0,4,train
44517,94f29fb,0,5,train
12726,ff11168,0,5,train
34947,169da8f,1,2,train
743,286c76d,0,3,train
57938,3bc1a0c,0,5,train
48487,32a4ae7,0,5,train
68285,9446071,1,2,train
71714,83d465a,0,4,train
2622,b698d2e,0,3,train
41672,953acce,1,0,train
55346,78c6752,1,1,train
50826,fcee192,1,1,train
30838,181ccdf,1,0,train
55513,294401c,1,0,train
59556,5ef1962,1,1,train
54734,593354,0,5,train
13974,d8e909a,0,3,train
14084,9939842,1,2,train
47000,987418a,1,0,train
54800,2c7c0f4,0,4,train
70630,4c4ac11,0,5,train
66004,d8f1a5a,0,5,train
71321,e9b3984,1,2,train
54800,215c5d5,0,5,train
2796,f516023,1,1,train
1626,baa8e62,1,1,train
69729,5add7,1,0,train
29040,695680b,0,4,train
40444,21849bb,1,0,train
64897,d326949,0,5,train
53218,f5f006e,1,2,train
16744,d9042b0,0,4,train
46769,97c5834,0,4,train
43185,a28067a,0,4,train
34887,5d0279d,0,5,train
25343,cf3531a,0,5,train
25835,cf0d1e7,0,3,train
32313,a82ab57,0,3,train
54940,8732648,0,5,train
13421,c9b2bff,1,2,train
40323,2f36bb1,0,3,train
59707,2f8e92,0,5,train
27476,ba71726,0,4,train
6022,85fb967,1,1,train
45239,a9a8bcc,0,5,train
57500,4fae857,0,4,train
43460,6bb88e,0,4,train
72156,a84d0f6,0,5,train
33639,dda972,0,4,train
67440,9c4e060,1,1,train
69885,c394fbb,1,1,train
42838,1dca99b,0,5,train
37179,84d0858,1,1,train
49135,e3971c3,0,4,train
14590,d79956c,1,2,train
22436,25a8dbe,0,3,train
15520,c4d2eaf,1,1,train
9032,9f7102c,0,4,train
39918,b672c10,1,0,train
34951,5f0dfe5,0,3,train
24016,993071e,1,1,train
14799,69865ec,1,2,train
70959,8239f9f,0,5,train
43905,9496a7f,0,4,train
9293,1d92421,1,2,train
39285,2ac383d,0,5,train
32346,10d419f,1,2,train
70529,8070c29,1,1,train
19335,e37a027,0,3,train
28086,81abbbc,0,3,train
52569,b2bfa16,0,5,train
9819,a2101f3,0,5,train
29363,b8c9cf7,0,4,train
9933,c880d3a,1,1,train
70918,63c7446,1,1,train
947,9d3c16c,1,2,train
34707,4e42adb,0,5,train
70831,3d22534,0,5,train
26487,3170e55,0,5,train
1937,a1196f4,1,0,train
6422,793b74b,0,5,train
68185,ffd6016,0,5,train
49560,dbc53c8,0,5,train
34691,edbfe07,1,2,train
63941,897abb,1,1,train
23593,44c117e,0,4,train
23797,66861d9,0,3,train
5074,2aa4cc4,1,1,train
32469,9aaf4c5,0,3,train
68685,cafd547,0,4,train
60459,2fb5811,1,1,train
46583,eb86fec,1,0,train
29460,cd0d43c,0,3,train
14630,dc3ebf6,0,3,train
57006,2177cad,1,2,train
70409,53dbcb1,1,1,train
69253,2b4ae31,0,5,train
22894,2c0f96e,1,2,train
10554,1dfd4c3,0,5,train
67388,6fe3014,0,5,train
30948,7234155,0,5,train
6749,2ea1bb1,0,4,train
41529,385ac03,1,1,train
39400,6e7e735,0,3,train
3441,a493e39,0,5,train
43096,a05207f,0,5,train
26801,771fcf6,0,3,train
20775,c47afa0,1,1,train
69212,c9aaa11,1,2,train
891,bd4a9e3,0,3,train
50384,3c852c3,1,2,train
39042,724ec03,1,2,train
11028,52b8245,0,5,train
45102,b6ad251,0,5,train
31355,66cd648,0,3,train
57484,4d2b5df,0,5,train
35354,79a13ff,0,4,train
12306,38ef486,1,0,train
47385,c23fc1b,0,5,train
28642,82d7307,0,3,train
3585,b85c7d6,0,5,train
14663,739d240,0,3,train
55416,8513a41,0,5,train
37563,e5a3e22,1,1,train
42443,481b048,1,2,train
19706,5798450,0,4,train
9819,8581129,0,5,train
43002,19e9204,1,1,train
17229,132dbd6,0,4,train
27358,29075c3,1,1,train
1143,9cde0b0,1,1,train
28086,c706c84,0,4,train
70101,82c88be,1,0,train
61545,afb92d2,0,3,train
53883,73af4e,1,1,train
20637,81fc517,1,1,train
70252,7e0ee33,1,2,train
40307,a2b721e,1,1,train
40703,855e350,1,2,train
38180,de84e56,1,2,train
44141,5cddf33,0,3,train
42994,b978b07,0,5,train
19616,70db929,1,0,train
31517,6da1cae,0,5,train
8486,362729f,1,1,train
41463,c902ea9,0,5,train
33398,e2ceccc,1,1,train
5452,4a6e36f,1,2,train
794,a6b1d4f,1,0,train
44517,638d83,0,5,train
37679,56be312,0,5,train
35028,a50da7e,1,2,train
35339,a5ec915,0,5,train
17269,609e0a4,0,5,train
5668,578113c,1,0,train
57846,92348dd,0,5,train
63930,d999220,0,5,train
54801,6b27378,0,3,train
52566,cc998c1,0,5,train
15740,16c0ef9,0,5,train
63754,63dcd1b,1,1,train
35357,75feb92,0,4,train
66318,5ebe9c1,1,0,train
53382,4778a62,0,4,train
26944,5559b9,0,3,train
29322,df57e73,1,0,train
10268,a81b832,1,1,train
67433,e46b7fe,0,4,train
38265,deeed33,1,0,train
9726,6987e06,0,3,train
14138,5c93e10,0,5,train
55579,e69dc26,1,2,train
50285,7f56614,1,0,train
24319,1b1b22e,0,3,train
39622,a3f4113,0,5,train
32346,65a966,1,0,train
8905,9065fad,1,2,train
1143,1d71eae,1,2,train
61726,4e94926,0,5,train
9047,6ace905,0,5,train
57590,bd60de3,0,4,train
69252,9585ec4,0,3,train
47777,cc6d897,1,1,train
20989,78c3078,0,5,train
14107,6f74b16,0,5,train
22066,85f9d86,0,4,train
69446,2961911,0,3,train
70765,536c065,1,2,train
43818,7ab7098,0,5,train
34598,81cbba9,0,5,train
61632,1583be7,1,2,train
1769,7dd4f8d,0,4,train
57569,980f6,0,4,train
39669,e758c1a,1,0,train
41109,2560964,1,2,train
72177,9189cea,0,4,train
35472,a760826,1,2,train
2784,d9f9e33,0,5,train
27719,1ca6dc7,1,0,train
58668,fb51812,1,1,train
36101,2414e2f,1,2,train
27482,4882929,1,1,train
71674,b7c38c,0,4,train
12577,54fc382,0,5,train
19420,8c71daa,0,4,train
59563,a05bd3a,0,5,train
57710,5d78ad6,0,4,train
21820,122434c,0,5,train
54976,76d28c,1,0,train
61078,9b6adc3,1,0,train
43552,da919b8,0,4,train
58376,17af771,0,3,train
51129,5c6540a,0,5,train
57987,f8791c,1,1,train
63863,bd067f1,0,3,train
58800,6106e9b,0,3,train
11002,9b27944,0,5,train
4440,e51c129,0,4,train
57674,128c76d,1,0,train
53068,d7427b6,1,1,train
71322,5ef05a,1,1,train
44442,88aff7c,0,5,train
35442,6bd362,1,1,train
32707,e7298e5,1,2,train
5074,3553f03,1,0,train
57283,e806ee3,0,4,train
20638,6f7a4dd,1,0,train
19259,c7bbb6,0,5,train
13183,a61b0a8,0,4,train
27752,416b6bd,0,4,train
60897,4178287,1,2,train
51785,893f3a,0,3,train
34157,a4246f7,0,4,train
60417,2f94ca2,1,0,train
60209,8d00d39,0,5,train
45817,7e1a20e,0,4,train
7350,7513c4,1,2,train
29006,2433d13,0,4,train
30146,9f33f6,0,5,train
57617,6a42d0c,1,0,train
30838,71dabcf,0,5,train
33913,b8a65e7,0,5,train
37077,6e05d12,1,2,train
41594,11b2f03,0,5,train
61597,9fa5831,1,1,train
44211,d573a16,1,1,train
72186,c51809a,0,5,train
70626,46ce888,0,4,train
70512,e5baee,1,2,train
9661,5f62f8e,1,2,train
48445,a62610,0,5,train
54864,4991f89,0,5,train
48390,97c7e66,0,5,train
68685,3ee4168,0,5,train
17758,7d810c5,0,5,train
70511,d9a2f50,0,5,train
40002,dd74f7e,1,0,train
70990,5d15038,0,5,train
24814,386ca61,0,5,train
71400,577574c,0,5,train
58329,88f177e,1,0,train
48745,e5b36bf,0,4,train
68678,405f4d2,1,2,train
12954,5a3ae19,0,5,train
16881,56139fc,0,5,train
1757,8d653d4,1,0,train
8732,f965205,1,0,train
13829,989815a,0,5,train
67007,2070311,0,5,train
58847,45a339a,0,5,train
8349,ed99a2d,1,1,train
40694,7da6d6,1,2,train
42321,b18f2cd,0,3,train
56372,2398717,0,3,train
24770,3fe9720,0,5,train
15675,78ed0f0,0,5,train
56557,d24ad79,0,5,train
64202,b2316d3,0,4,train
50966,d143e97,1,1,train
48763,c9e70a1,0,4,train
24016,89d73ce,1,2,train
38664,abcbb4a,0,5,train
3540,aab745,1,1,train
62366,5983a6d,0,5,train
12409,bafe4ee,0,5,train
19016,fe87c6f,0,5,train
20607,c1422fa,0,4,train
41754,168b752,0,3,train
498,7ca9e56,0,4,train
77,fc5e7d2,1,1,train
45605,1f7e333,0,5,train
54798,d2db21d,0,5,train
49555,2b431c9,0,5,train
34582,b20130c,0,5,train
34025,6895342,0,5,train
62674,a458752,0,5,train
65232,351ad9a,1,0,train
63505,25f2955,1,1,train
35036,cd01e53,0,3,train
47786,3477759,1,0,train
42838,c26fdfa,0,4,train
27104,8595cdc,1,2,train
50969,64e0be,1,1,train
71101,38533a5,0,5,train
903,f318b9c,0,5,train
14630,8c872a,0,3,train
7063,441fc41,0,3,train
20607,5d0fb20,1,0,train
30094,eccb0cd,0,3,train
16881,b91d48b,0,5,train
45326,7e9e6da,0,5,train
34049,6174d16,1,1,train
5018,d848ff0,0,4,train
60055,b768fd3,0,3,train
22896,a9cc6dd,0,3,train
50966,9a698f,0,5,train
30200,bbcd342,0,5,train
57617,60c3b6b,0,4,train
23097,657efb8,1,1,train
60214,7664c8f,1,1,train
11909,d30eac7,0,4,train
27775,664c1bd,1,1,train
54957,b5830e7,0,4,train
24623,45325b5,0,3,train
40002,634942e,0,3,train
60350,5212136,0,5,train
39776,e1b4fe9,0,3,train
52192,fdb212b,0,5,train
39228,d8324a6,0,5,train
53059,5ccd82a,1,2,train
16967,ca8af4c,0,4,train
24867,ac59639,0,3,train
47530,126a1f0,0,3,train
60483,94100c3,0,5,train
28165,9669509,0,3,train
50899,2bc12f0,0,4,train
16362,b65b782,0,5,train
26737,6ae5b2,0,5,train
32834,273489,0,5,train
59715,8fecfdf,0,3,train
27752,6863192,0,5,train
40192,4a6efa5,1,1,train
71309,743f2a,0,5,train
24045,e88854d,0,4,train
24840,c5d9a89,0,5,train
21272,434d911,0,5,train
45192,af28f2a,0,5,train
12647,f183ff4,0,3,train
30602,584585e,1,0,train
56514,be93628,0,4,train
26541,c0a6997,0,3,train
521,e8ad22e,0,4,train
57848,af004ff,1,0,train
4112,91af586,1,2,train
47700,24f974f,0,5,train
57489,c2d9577,0,3,train
40924,11cddb7,0,5,train
57348,5b42259,0,3,train
47906,900efe,1,2,train
2187,ee18e74,1,0,train
2236,26491ca,0,5,train
52360,17e19b2,1,1,train
6052,35aabe6,1,1,train
61958,343d99b,0,5,train
2638,d92f2e8,0,3,train
54824,1710238,0,3,train
56280,30b04f3,0,5,train
33359,a749fa6,1,0,train
58692,6187da4,0,4,train
45895,8fe94ac,0,5,train
3,8732028,0,5,train
53509,4540b3d,0,4,train
41541,d99806c,0,5,train
60172,84d7e0d,1,1,train
22894,8d5295d,0,4,train
23407,8bcd381,0,5,train
63016,eda210f,0,5,train
77,6424788,0,5,train
70898,53d985,1,1,train
44013,c304750,0,4,train
8643,32b621c,0,4,train
10778,59ece33,0,5,train
57617,60cab0d,1,1,train
62327,8bee50f,0,5,train
43002,446222,0,3,train
31264,bf6516d,0,3,train
54857,5ffc5dc,0,5,train
14889,1ba45cb,1,0,train
5525,4d04ea5,0,4,train
52134,c4c2a75,1,2,train
39402,6331ff3,0,5,train
2435,5153e18,0,4,train
50281,ff5968e,0,5,train
5584,72fc0a1,0,4,train
44778,795b966,0,3,train
47683,673bae9,0,4,train
10168,3b059f,0,5,train
32313,424802f,0,5,train
15529,2c23fad,0,5,train
27557,f7b7a41,0,4,train
35339,4531a3,0,5,train
58115,ea117c6,0,5,train
37004,1a22bc9,1,1,train
4789,53f5d86,1,2,train
46564,91dfca9,1,1,train
9668,61f912d,0,5,train
51785,6ccf35c,0,4,train
237,3228f70,0,5,train
9293,2fef34,1,0,train
8505,969588d,1,2,train
67373,5b79322,0,3,train
33632,551fc82,0,5,train
54385,93851f9,0,4,train
60350,8632df8,0,4,train
24986,918ad2a,0,5,train
63838,41c0b88,0,5,train
19438,742e29c,1,2,train
17047,7cdf3db,1,1,train
3106,2f12d2,0,5,train
64617,2ade355,1,0,train
15740,5c2049f,0,5,train
62623,c82eec4,1,2,train
40292,b781e69,1,2,train
53054,15294dd,0,4,train
63424,d986b73,0,3,train
30318,5196953,1,0,train
15900,d105e4e,0,3,train
58115,9267b8e,0,5,train
12664,dc5ca51,0,5,train
586,aec43c4,0,5,train
33068,2185c39,1,1,train
10268,1b84955,1,0,train
14941,ab274b2,0,5,train
16344,27c2365,1,0,train
71574,6f40088,0,5,train
22708,35fda32,0,5,train
23559,9baca9c,0,3,train
8813,8dc8401,0,3,train
3095,2dc36a9,1,2,train
45831,e436568,0,5,train
7197,fef3a4c,0,5,train
9254,ba005b7,0,3,train
32469,9bc6e1a,0,3,train
23559,dfaa770,0,3,train
26782,5586e4e,1,2,train
4440,33e979f,1,2,train
23806,89a5b06,0,5,train
47658,e9da1fb,0,4,train
11927,af3d0d,0,5,train
2435,6c94d13,0,5,train
38720,256a0d2,0,4,train
29927,ae0fbda,0,4,train
3,abf04a0,1,0,train
9065,c2851fa,1,0,train
10705,e3edf27,0,3,train
71309,139e11b,0,5,train
42443,43582af,1,1,train
33630,16f63b6,0,5,train
34157,1ca5b93,0,4,train
67027,42541fb,1,1,train
29947,20abab9,0,4,train
10097,c5fcedc,0,5,train
2187,fbf0fe3,1,2,train
60571,608ceaf,0,4,train
68678,98e7859,0,3,train
55569,be23d47,1,1,train
5058,4943574,1,1,train
34004,e2e4154,0,4,train
42838,29d6b87,0,5,train
36878,2715ea5,1,0,train
21189,ea6c128,0,5,train
7324,b276440,0,4,train
34645,852c263,0,3,train
30262,5291d92,1,2,train
22142,b018938,0,4,train
71575,79d4f01,0,5,train
14042,8776325,1,2,train
41129,777dd11,1,2,train
46078,2e282cd,0,5,train
53883,8aa2e13,0,3,train
52883,a2054ed,0,5,train
63061,17eb697,0,5,train
57505,f83ca77,0,4,train
71832,9acc50e,0,5,train
17257,29396ac,0,4,train
56652,3b317f9,0,3,train
40323,f90abfd,0,3,train
2327,30641fa,1,1,train
2044,6dcdb93,0,5,train
70083,8c0f666,1,2,train
68604,7c3d40f,1,2,train
393,9cbbf38,0,5,train
25695,eabf9b9,0,4,train
31683,60f99c5,0,4,train
33608,e755643,0,5,train
3833,86fb12d,0,3,train
9947,9e5a37b,0,5,train
8732,245926c,0,3,train
19616,bcdd243,0,3,train
70779,4654a07,0,4,train
33034,98f570e,1,1,train
54904,385a14,1,0,train
9746,e55d90a,1,2,train
47010,7a39542,0,4,train
24566,a608fa7,1,2,train
51294,8e8c5a9,1,0,train
15520,6578245,0,5,train
9582,a637321,0,3,train
37077,9c92d99,0,5,train
13458,2f4d9c5,0,5,train
41582,d4f66e8,0,3,train
25222,5c5f1d7,1,0,train
57569,fcd1acc,0,5,train
32002,4d5b0c0,0,5,train
28608,3478e80,0,5,train
32809,bfde477,1,0,train
18836,2d5efff,0,3,train
52703,5a5f557,0,5,train
40307,82fdf15,0,5,train
26344,e0c4c0a,1,2,train
39897,29097,0,5,train
41488,726a637,0,3,train
11003,c6c845c,1,0,train
46275,d612ca9,1,1,train
50041,4ed66d6,0,5,train
56498,98c6115,0,5,train
17055,a13bf45,0,5,train
26803,f0de390,1,0,train
27104,e7344f3,1,2,train
12171,c97efc3,1,1,train
53883,6a26205,0,4,train
71834,859de12,0,4,train
4583,3c60f18,0,5,train
34866,52e7a8c,0,3,train
26781,9fa4ea,0,5,train
4112,535362f,0,5,train
63008,1ecc73e,1,1,train
64443,1f8dfcb,1,1,train
62195,c4490bb,0,5,train
5829,b44a727,0,5,train
2966,2bf555a,0,5,train
14042,5cfd1dd,1,2,train
48908,a8f6bff,0,4,train
42149,4504747,0,3,train
36350,4f6b7a5,0,5,train
69266,c4b187f,0,4,train
63326,b43211c,0,5,train
39791,2d210fd,1,2,train
8505,62680a8,0,5,train
59883,9f7ed40,0,4,train
43716,eb9b63e,1,2,train
27752,efc144f,0,5,train
9172,ca1096d,0,3,train
35880,2c0a519,0,4,train
7756,1f94c6c,0,4,train
40591,3f62f9e,0,5,train
32532,a270382,0,5,train
63243,a37d0e3,1,2,train
64986,4c5955c,1,1,train
69277,14babfe,0,5,train
69686,4dfe0a6,1,1,train
315,cce905c,0,5,train
62344,13ca540,0,5,train
8381,f672a95,0,4,train
16863,cf63084,1,2,train
33632,e3c0db8,0,4,train
48784,517f90c,0,3,train
70667,a011fc2,1,1,train
25038,af004ff,0,3,train
54864,a2dd8bf,1,2,train
49516,f7bbfd9,0,5,train
56961,ba5b758,1,1,train
43326,42d8bdd,1,2,train
54591,ddc64a0,1,0,train
57632,509b135,1,1,train
5780,5297614,0,5,train
35014,346468d,1,2,train
31224,cccd8ff,0,5,train
23006,2f8a12a,0,5,train
46889,5bb22a7,0,5,train
